"obs","w1_type","est","true","fd_z"
"partial observability","binary key explanatory variable",-0.148434,0.0451217,-0.242392
"partial observability","binary key explanatory variable",0.659912,0.577995,-0.219305
"partial observability","binary key explanatory variable",0.969847,0.699056,0.176519
"partial observability","binary key explanatory variable",-0.379854,-0.271758,-0.266502
"partial observability","binary key explanatory variable",0.076633,0.406496,-0.548817
"partial observability","binary key explanatory variable",0.489978,0.467374,-0.443423
"partial observability","binary key explanatory variable",0.161098,0.542506,0.282888
"partial observability","binary key explanatory variable",0.618371,0.796012,-0.194997
"partial observability","binary key explanatory variable",0.170855,0.537403,-0.433922
"partial observability","binary key explanatory variable",-0.132794,-0.389253,0.429946
"partial observability","binary key explanatory variable",-0.561205,-0.632349,0.243762
"partial observability","binary key explanatory variable",0.629306,0.671415,0.502607
"partial observability","binary key explanatory variable",0.811836,0.372836,0.420785
"partial observability","binary key explanatory variable",-0.023365,-0.0767247,-0.434738
"partial observability","binary key explanatory variable",-0.138884,-0.303391,0.557089
"partial observability","binary key explanatory variable",0.665555,0.680924,0.680078
"partial observability","binary key explanatory variable",-0.0390941,-0.027231,-0.11619
"partial observability","binary key explanatory variable",0.250529,0.474087,0.301756
"partial observability","binary key explanatory variable",-0.887023,-0.56408,-0.443567
"partial observability","binary key explanatory variable",-0.0250313,-0.360263,-0.483589
"partial observability","binary key explanatory variable",0.150526,-0.533057,0.523793
"partial observability","binary key explanatory variable",-0.121282,0.344771,0.291165
"partial observability","binary key explanatory variable",0.664721,0.433225,0.35544
"partial observability","binary key explanatory variable",0.250391,-0.601412,-0.412509
"partial observability","binary key explanatory variable",-0.255386,-0.642292,0.499475
"partial observability","binary key explanatory variable",0.720589,0.157472,-0.450021
"partial observability","binary key explanatory variable",-4.05325e-09,0.523569,-0.406771
"partial observability","binary key explanatory variable",0.421931,0.503219,-0.595719
"partial observability","binary key explanatory variable",-0.0258807,-0.2606,0.583666
"partial observability","binary key explanatory variable",0.679125,0.648127,-0.634189
"partial observability","binary key explanatory variable",0.321235,-0.689084,-0.129332
"partial observability","binary key explanatory variable",-0.126615,-0.465965,-0.489981
"partial observability","binary key explanatory variable",0.410575,0.19185,-0.455789
"partial observability","binary key explanatory variable",-0.19217,-0.365812,0.473779
"partial observability","binary key explanatory variable",-0.513124,0.104603,0.394631
"partial observability","binary key explanatory variable",-0.405804,-0.520556,-0.101557
"partial observability","binary key explanatory variable",-0.282177,-0.480421,-0.313317
"partial observability","binary key explanatory variable",-0.1357,0.888439,0.25647
"partial observability","binary key explanatory variable",3.49275e-08,0.764801,0.448282
"partial observability","binary key explanatory variable",0.156485,0.281414,0.290576
"partial observability","binary key explanatory variable",0.61399,0.46259,0.197292
"partial observability","binary key explanatory variable",-0.759661,-0.91824,0.443691
"partial observability","binary key explanatory variable",-0.576998,-0.273138,-0.207143
"partial observability","binary key explanatory variable",0.732484,0.527512,-0.212405
"partial observability","binary key explanatory variable",-0.617353,-0.901719,0.559864
"partial observability","binary key explanatory variable",0.0984095,0.0403341,0.385058
"partial observability","binary key explanatory variable",0.155813,0.695033,0.38445
"partial observability","binary key explanatory variable",-0.0598679,-0.0318804,0.569657
"partial observability","binary key explanatory variable",0.504434,0.988114,0.515687
"partial observability","binary key explanatory variable",0.669892,0.561621,0.639921
"partial observability","binary key explanatory variable",0.228177,0.570787,-0.41927
"partial observability","binary key explanatory variable",-0.451095,0.391166,-0.381306
"partial observability","binary key explanatory variable",-0.745834,-0.465378,-0.517685
"partial observability","binary key explanatory variable",-0.702712,0.0977145,0.310246
"partial observability","binary key explanatory variable",-0.449469,-0.305568,0.324844
"partial observability","binary key explanatory variable",0.489412,-0.284094,0.632852
"partial observability","binary key explanatory variable",-0.471776,-0.066839,-0.0232041
"partial observability","binary key explanatory variable",-0.0115357,0.184685,-0.362752
"partial observability","binary key explanatory variable",0.236832,-0.260091,-0.383045
"partial observability","binary key explanatory variable",0.118531,0.120849,-0.291477
"partial observability","binary key explanatory variable",-0.283546,-0.24337,-0.730439
"partial observability","binary key explanatory variable",0.774246,0.671824,0.362109
"partial observability","binary key explanatory variable",1.11935e-08,-0.166912,-0.402745
"partial observability","binary key explanatory variable",0.00516983,-0.0906759,-0.461001
"partial observability","binary key explanatory variable",-0.946488,-0.380767,-0.383621
"partial observability","binary key explanatory variable",0.622499,0.71732,0.379221
"partial observability","binary key explanatory variable",0.47996,0.392832,0.409234
"partial observability","binary key explanatory variable",-0.812749,-0.905325,-0.799816
"partial observability","binary key explanatory variable",0.568939,0.720592,-0.44065
"partial observability","binary key explanatory variable",0.235241,0.413731,0.141616
"partial observability","binary key explanatory variable",0.293555,0.468816,0.432007
"partial observability","binary key explanatory variable",0.129548,0.446569,-0.550445
"partial observability","binary key explanatory variable",0.169272,-0.241215,-0.410789
"partial observability","binary key explanatory variable",-0.114408,-0.141004,0.483858
"partial observability","binary key explanatory variable",0.135843,-0.28337,-0.289711
"partial observability","binary key explanatory variable",0.398709,0.420122,-0.338319
"partial observability","binary key explanatory variable",-0.0197049,0.449701,0.334869
"partial observability","binary key explanatory variable",-0.800211,-0.749065,-0.328194
"partial observability","binary key explanatory variable",0.17589,0.295314,-0.116284
"partial observability","binary key explanatory variable",-0.695997,-0.267168,-0.320389
"partial observability","binary key explanatory variable",0.516966,0.468429,0.484237
"partial observability","binary key explanatory variable",-0.175067,-0.354122,-0.644734
"partial observability","binary key explanatory variable",-3.25678e-08,0.073388,0.540648
"partial observability","binary key explanatory variable",-0.32252,-0.493368,-0.153762
"partial observability","binary key explanatory variable",-0.564246,-0.594986,-0.290671
"partial observability","binary key explanatory variable",-0.194637,-0.697051,0.406334
"partial observability","binary key explanatory variable",0.0978747,0.189191,0.554247
"partial observability","binary key explanatory variable",0.185184,0.402344,-0.461256
"partial observability","binary key explanatory variable",0.325963,0.913786,-0.0799335
"partial observability","binary key explanatory variable",0.394852,0.71091,0.443003
"partial observability","binary key explanatory variable",-0.260892,-0.290972,-0.388851
"partial observability","binary key explanatory variable",-0.174003,-0.247734,-0.569018
"partial observability","binary key explanatory variable",-0.560821,0.437868,0.523812
"partial observability","binary key explanatory variable",0.453577,0.633413,-0.161646
"partial observability","binary key explanatory variable",0.25905,0.317811,0.35434
"partial observability","binary key explanatory variable",-0.731772,-0.648247,0.37582
"partial observability","binary key explanatory variable",0.264009,0.181426,-0.503769
"partial observability","binary key explanatory variable",0.460026,0.391381,-0.505105
"partial observability","binary key explanatory variable",-0.744845,-0.893701,0.272783
"partial observability","binary key explanatory variable",-0.458139,0.165174,-0.150038
"partial observability","binary key explanatory variable",-0.446028,-0.651685,-0.665571
"partial observability","binary key explanatory variable",0.0705733,0.463749,0.316005
"partial observability","binary key explanatory variable",-0.591006,-0.514783,-0.121562
"partial observability","binary key explanatory variable",-0.0344871,-0.077794,-0.338668
"partial observability","binary key explanatory variable",0.565465,0.617557,0.52839
"partial observability","binary key explanatory variable",-0.509027,-0.348999,0.242224
"partial observability","binary key explanatory variable",0.228637,0.448608,-0.537757
"partial observability","binary key explanatory variable",0.464859,-0.275558,-0.244222
"partial observability","binary key explanatory variable",-0.694427,-0.654566,0.447506
"partial observability","binary key explanatory variable",0.414896,-0.293033,-0.400211
"partial observability","binary key explanatory variable",-0.628454,-0.649462,-0.191019
"partial observability","binary key explanatory variable",0.339912,0.476584,-0.153074
"partial observability","binary key explanatory variable",0.0494492,-0.113816,0.507093
"partial observability","binary key explanatory variable",-0.454848,-0.403642,0.121542
"partial observability","binary key explanatory variable",-0.117357,-0.680995,-0.492066
"partial observability","binary key explanatory variable",-0.701884,-0.80168,0.593924
"partial observability","binary key explanatory variable",0.579272,0.532292,-0.18205
"partial observability","binary key explanatory variable",-0.139254,0.109451,0.464458
"partial observability","binary key explanatory variable",0.396209,0.431539,0.343421
"partial observability","binary key explanatory variable",-0.160957,-0.923145,0.222958
"partial observability","binary key explanatory variable",-0.39467,-0.439376,-0.453179
"partial observability","binary key explanatory variable",0.0101175,-0.454066,0.228523
"partial observability","binary key explanatory variable",0.835048,0.308233,-0.55867
"partial observability","binary key explanatory variable",-0.837259,-0.725791,-0.40807
"partial observability","binary key explanatory variable",-0.243867,-0.551916,-0.179489
"partial observability","binary key explanatory variable",0.0288508,0.0770106,-0.364811
"partial observability","binary key explanatory variable",-0.525168,-0.628756,0.541946
"partial observability","binary key explanatory variable",-0.237797,-0.658411,0.579772
"partial observability","binary key explanatory variable",0.158649,-0.42419,-0.16772
"partial observability","binary key explanatory variable",-0.800466,-0.788844,0.594073
"partial observability","binary key explanatory variable",-0.561385,-0.494537,-0.475364
"partial observability","binary key explanatory variable",-0.30629,0.503143,-0.297018
"partial observability","binary key explanatory variable",0.153479,0.430346,-0.411768
"partial observability","binary key explanatory variable",0.72562,0.752484,0.266139
"partial observability","binary key explanatory variable",0.573933,0.442026,0.421661
"partial observability","binary key explanatory variable",-0.157407,-0.441091,0.650994
"partial observability","binary key explanatory variable",0.624972,0.227347,0.569178
"partial observability","binary key explanatory variable",-0.250999,-0.448967,0.335244
"partial observability","binary key explanatory variable",0.0297967,-0.478824,0.157006
"partial observability","binary key explanatory variable",-0.386291,-0.793716,0.193075
"partial observability","binary key explanatory variable",0.661163,0.788864,-0.355961
"partial observability","binary key explanatory variable",-0.287323,-0.194842,0.132735
"partial observability","binary key explanatory variable",-0.126715,0.290216,0.221947
"partial observability","binary key explanatory variable",0.712985,-0.276135,0.370084
"partial observability","binary key explanatory variable",0.746644,0.774376,0.48358
"partial observability","binary key explanatory variable",-0.242386,-0.551419,-0.555417
"partial observability","binary key explanatory variable",-0.314155,-0.689876,-0.406634
"partial observability","binary key explanatory variable",4.57238e-09,0.387238,-0.464619
"partial observability","binary key explanatory variable",-0.248645,-0.337616,0.352271
"partial observability","binary key explanatory variable",-0.640096,-0.433116,-0.229531
"partial observability","binary key explanatory variable",0.221997,0.205747,0.34119
"partial observability","binary key explanatory variable",0.448181,0.581645,0.489684
"partial observability","binary key explanatory variable",0.646892,0.615907,-0.239155
"partial observability","binary key explanatory variable",-0.418774,0.472502,-0.290619
"partial observability","binary key explanatory variable",-0.281941,-0.380326,-0.334129
"partial observability","binary key explanatory variable",0.282372,-0.220377,0.287281
"partial observability","binary key explanatory variable",-0.166261,0.132635,-0.278799
"partial observability","binary key explanatory variable",0.891793,0.75361,-0.537557
"partial observability","binary key explanatory variable",0.972886,0.844909,-0.421509
"partial observability","binary key explanatory variable",0.3178,0.286779,-0.350188
"partial observability","binary key explanatory variable",-0.376277,-0.899036,-0.283687
"partial observability","binary key explanatory variable",-0.140621,-0.557127,-0.0542101
"partial observability","binary key explanatory variable",0.366307,0.45806,-0.454129
"partial observability","binary key explanatory variable",0.158312,0.465419,-0.285533
"partial observability","binary key explanatory variable",-0.745998,-0.660619,0.288442
"partial observability","binary key explanatory variable",0.522777,0.34918,-0.398705
"partial observability","binary key explanatory variable",-0.411205,-0.694911,0.0714739
"partial observability","binary key explanatory variable",-0.363278,-0.327255,0.502705
"partial observability","binary key explanatory variable",0.918531,0.881438,-0.310415
"partial observability","binary key explanatory variable",-0.792691,-0.689169,-0.494591
"partial observability","binary key explanatory variable",0.697897,-0.332167,-0.0766632
"partial observability","binary key explanatory variable",0.41561,0.557276,-0.330195
"partial observability","binary key explanatory variable",0.064773,0.21324,0.473387
"partial observability","binary key explanatory variable",0.56193,0.442237,-0.712063
"partial observability","binary key explanatory variable",0.294446,0.554568,-0.425426
"partial observability","binary key explanatory variable",0.217498,0.358909,0.30968
"partial observability","binary key explanatory variable",-0.114314,-0.560573,-0.317583
"partial observability","binary key explanatory variable",0.995353,0.987102,0.356645
"partial observability","binary key explanatory variable",0.710318,0.379265,0.145713
"partial observability","binary key explanatory variable",0.447519,0.827552,-0.241757
"partial observability","binary key explanatory variable",-0.553254,0.209885,0.349492
"partial observability","binary key explanatory variable",-0.648188,-0.450081,0.395048
"partial observability","binary key explanatory variable",0.82673,0.760102,0.598582
"partial observability","binary key explanatory variable",-0.0242862,0.333332,-0.0986636
"partial observability","binary key explanatory variable",-0.437769,0.477689,-0.219749
"partial observability","binary key explanatory variable",0.213328,0.346387,-0.702626
"partial observability","binary key explanatory variable",0.194491,0.609904,-0.213363
"partial observability","binary key explanatory variable",-0.372374,-0.471821,-0.281608
"partial observability","binary key explanatory variable",-0.770174,-0.426048,-0.47455
"partial observability","binary key explanatory variable",0.670444,0.55569,-0.650301
"partial observability","binary key explanatory variable",0.273126,0.377486,0.466141
"partial observability","binary key explanatory variable",0.674604,0.558674,-0.764752
"partial observability","binary key explanatory variable",-0.188587,-0.477285,0.215169
"partial observability","binary key explanatory variable",0.376848,0.100275,-0.283503
"partial observability","binary key explanatory variable",-0.327606,0.70413,0.118507
"partial observability","binary key explanatory variable",-0.352051,-0.41418,0.470333
"partial observability","binary key explanatory variable",0.858776,0.595659,0.121454
"partial observability","binary key explanatory variable",-0.356414,-0.784687,-0.603792
"partial observability","binary key explanatory variable",1.43837e-09,0.209553,0.516551
"partial observability","binary key explanatory variable",-0.376948,-0.52529,0.692078
"partial observability","binary key explanatory variable",-0.443668,0.19951,-0.269153
"partial observability","binary key explanatory variable",-0.19317,-0.185072,-0.27075
"partial observability","binary key explanatory variable",-0.862364,-0.46004,0.291493
"partial observability","binary key explanatory variable",-0.543096,-0.117507,0.529473
"partial observability","binary key explanatory variable",0.619236,0.609169,0.0892718
"partial observability","binary key explanatory variable",0.168434,0.278447,0.60855
"partial observability","binary key explanatory variable",-0.0524897,0.436145,0.263565
"partial observability","binary key explanatory variable",-0.770741,-0.417511,-0.180781
"partial observability","binary key explanatory variable",-0.427652,0.359245,0.172728
"partial observability","binary key explanatory variable",-0.602303,-0.235169,-0.385322
"partial observability","binary key explanatory variable",-0.253247,0.797376,-0.263728
"partial observability","binary key explanatory variable",0.691568,0.504436,0.547961
"partial observability","binary key explanatory variable",0.0515252,-0.182307,-0.186652
"partial observability","binary key explanatory variable",-0.459864,0.258423,0.221768
"partial observability","binary key explanatory variable",-0.782179,-0.655568,0.313294
"partial observability","binary key explanatory variable",0.508597,0.236126,0.110609
"partial observability","binary key explanatory variable",-0.44832,-0.955559,0.380736
"partial observability","binary key explanatory variable",-0.0981039,-0.549954,0.135793
"partial observability","binary key explanatory variable",0.338363,0.514344,-0.445614
"partial observability","binary key explanatory variable",0.656452,0.423059,-0.289906
"partial observability","binary key explanatory variable",-0.57149,-0.202155,-0.152369
"partial observability","binary key explanatory variable",-0.147977,0.296999,-0.255551
"partial observability","binary key explanatory variable",0.309731,0.409764,-0.291769
"partial observability","binary key explanatory variable",-0.0452283,0.415929,-0.402699
"partial observability","binary key explanatory variable",0.952219,0.868731,-0.417375
"partial observability","binary key explanatory variable",-0.393508,-0.159497,-0.0964166
"partial observability","binary key explanatory variable",-0.405878,-0.331803,0.511895
"partial observability","binary key explanatory variable",-0.173921,-0.150568,-0.633949
"partial observability","binary key explanatory variable",-0.373889,-0.55155,-0.204343
"partial observability","binary key explanatory variable",-0.31114,-0.344392,-0.355903
"partial observability","binary key explanatory variable",-0.545122,-0.779555,0.344466
"partial observability","binary key explanatory variable",-0.743675,-0.530046,0.276179
"partial observability","binary key explanatory variable",-0.466948,-0.407105,0.610336
"partial observability","binary key explanatory variable",-0.843418,-0.727313,0.29693
"partial observability","binary key explanatory variable",0.551057,0.380014,-0.28629
"partial observability","binary key explanatory variable",0.488095,0.544884,-0.174891
"partial observability","binary key explanatory variable",-0.279923,0.776291,0.19159
"partial observability","binary key explanatory variable",0.495924,0.483822,0.169788
"partial observability","binary key explanatory variable",-0.602822,-0.566072,-0.235727
"partial observability","binary key explanatory variable",0.410204,0.551166,0.278214
"partial observability","binary key explanatory variable",0.483898,0.735961,-0.232812
"partial observability","binary key explanatory variable",0.824114,0.583522,-0.418373
"partial observability","binary key explanatory variable",0.551939,0.666683,-0.513888
"partial observability","binary key explanatory variable",0.523015,0.553642,0.300282
"partial observability","binary key explanatory variable",-0.299618,-0.226602,-0.420114
"partial observability","binary key explanatory variable",0.45164,0.587898,-0.738259
"partial observability","binary key explanatory variable",-0.922501,-0.774983,-0.229629
"partial observability","binary key explanatory variable",-0.876698,-0.648599,-0.323884
"partial observability","binary key explanatory variable",0,-0.685473,0.683116
"partial observability","binary key explanatory variable",-0.127337,0.401325,0.235952
"partial observability","binary key explanatory variable",-3.54521e-08,-0.867716,0.319652
"partial observability","binary key explanatory variable",-0.0980549,-0.422904,-0.255835
"partial observability","binary key explanatory variable",-0.272,-0.244578,-0.187363
"partial observability","binary key explanatory variable",0.231117,0.51743,-0.496112
"partial observability","binary key explanatory variable",0.0588275,0.167166,-0.196838
"partial observability","binary key explanatory variable",0.0727628,-0.524018,0.2062
"partial observability","binary key explanatory variable",0.898184,0.859279,0.336231
"partial observability","binary key explanatory variable",0.163246,0.233849,0.268039
"partial observability","binary key explanatory variable",0.384006,0.491516,0.109233
"partial observability","binary key explanatory variable",0.238786,0.674292,-0.279599
"partial observability","binary key explanatory variable",-0.0538725,-0.134071,-0.337778
"partial observability","binary key explanatory variable",-0.167513,-0.586591,-0.386856
"partial observability","binary key explanatory variable",-0.880702,-0.344434,-0.109309
"partial observability","binary key explanatory variable",0.383552,0.467395,0.223869
"partial observability","binary key explanatory variable",0.178843,0.942191,-0.112372
"partial observability","binary key explanatory variable",-0.660118,-0.933053,0.321912
"partial observability","binary key explanatory variable",-0.412825,-0.505696,-0.355517
"partial observability","binary key explanatory variable",0.339244,0.435668,-0.261823
"partial observability","binary key explanatory variable",-0.0620924,0.213412,0.331629
"partial observability","binary key explanatory variable",-0.119317,-0.293282,0.55974
"partial observability","binary key explanatory variable",0.345123,-0.808773,-0.175253
"partial observability","binary key explanatory variable",0.9616,0.701707,-0.159312
"partial observability","binary key explanatory variable",0.270613,-0.678756,-0.1826
"partial observability","binary key explanatory variable",0.197374,-0.728307,-0.124674
"partial observability","binary key explanatory variable",-0.0880804,-0.193909,-0.356692
"partial observability","binary key explanatory variable",-0.109682,-0.366146,0.575328
"partial observability","binary key explanatory variable",-0.353245,-0.714218,-0.46513
"partial observability","binary key explanatory variable",0.210632,0.410909,0.31566
"partial observability","binary key explanatory variable",0.588021,-0.211533,-0.364652
"partial observability","binary key explanatory variable",0.326288,0.420069,0.390052
"partial observability","binary key explanatory variable",-0.314244,0.486183,0.487321
"partial observability","binary key explanatory variable",0.894786,0.297857,-0.421065
"partial observability","binary key explanatory variable",-0.240078,-0.258588,0.316203
"partial observability","binary key explanatory variable",0.33122,0.412473,0.394912
"partial observability","binary key explanatory variable",0.879845,0.702938,0.50885
"partial observability","binary key explanatory variable",0.110367,-0.0231203,-0.23775
"partial observability","binary key explanatory variable",0.443311,0.347449,-0.499114
"partial observability","binary key explanatory variable",-0.0441933,0.0366602,-0.572328
"partial observability","binary key explanatory variable",-0.555011,-0.445206,-0.428255
"partial observability","binary key explanatory variable",-0.50258,-0.477626,-0.306206
"partial observability","binary key explanatory variable",0.557853,0.558629,0.395312
"partial observability","binary key explanatory variable",-0.786726,-0.507878,0.523708
